NO.	compound_name	IUPAC_name	SMILES	CID	logBB	BBB+/BBB-	Inchi	threshold	reference	group	comments
7236	dirithromycin		CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)[C@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@@]1(C)O			BBB-	InChI=1S/C42H78N2O14/c1-15-29-42(10,49)37-24(4)32(43-30(56-37)21-52-17-16-50-13)22(2)19-40(8,48)36(58-39-33(45)28(44(11)12)18-23(3)53-39)25(5)34(26(6)38(47)55-29)57-31-20-41(9,51-14)35(46)27(7)54-31/h22-37,39,43,45-46,48-49H,15-21H2,1-14H3/t22-,23+,24+,25-,26+,27-,28+,29+,30+,31-,32+,33-,34-,35+,36+,37-,39+,40-,41+,42-/m0/s1		R27|R30|	C	
7237	clarithromycin		CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(OC)C[C@H](C)C(=O)[C@H](C)[C@H](O)[C@@]1(C)O			BBB-	InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3/t19-,20+,21-,22-,23+,24-,25+,26+,27-,29-,30-,31-,32+,33+,35+,36+,37+,38-/m0/s1		R27|R30|	C	
7238	(r)-meptazinol	3-[(3r)-3-ethyl-1-methylazepan-3-yl]phenol	CC[C@]1(c2cccc(O)c2)CCCCN(C)C1	6604418		BBB+	InChI=1S/C15H23NO/c1-3-15(9-4-5-10-16(2)12-15)13-7-6-8-14(17)11-13/h6-8,11,17H,3-5,9-10,12H2,1-2H3/t15-/m0/s1		R27|	C	
7239	unii-o83b33q2lt	(5s)-1-benzoyl-5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione	CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O	2248720		BBB+	InChI=1S/C19H16N2O4/c1-2-19(14-11-7-4-8-12-14)16(23)20-18(25)21(17(19)24)15(22)13-9-5-3-6-10-13/h3-12H,2H2,1H3,(H,20,23,25)/t19-/m0/s1		R27|R30|	C	
7240	(+)-mephobarbitol	(5s)-5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione	CC[C@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O	6451435		BBB+	InChI=1S/C13H14N2O3/c1-3-13(9-7-5-4-6-8-9)10(16)14-12(18)15(2)11(13)17/h4-8H,3H2,1-2H3,(H,14,16,18)/t13-/m0/s1		R27|R30|	C	
7241	(r)-glutethimide	(3r)-3-ethyl-3-phenylpiperidine-2,6-dione	CC[C@]1(c2ccccc2)CCC(=O)NC1=O	9837324		BBB+	InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)/t13-/m1/s1		R27|R30|	C	
7242	mephenytoin	(5r)-5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione	CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O	119127		BBB+	InChI=1S/C12H14N2O2/c1-3-12(9-7-5-4-6-8-9)10(15)14(2)11(16)13-12/h4-8H,3H2,1-2H3,(H,13,16)/t12-/m1/s1		R27|R30|	C	
7243	unii-h0x939rx9w component anpjdcdlxknsps-gfccvegcsa-n	(3r)-3-ethyl-3-phenylpiperazine-2,6-dione	CC[C@]1(c2ccccc2)NCC(=O)NC1=O	76969356		BBB+	InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)11(16)14-10(15)8-13-12/h3-7,13H,2,8H2,1H3,(H,14,15,16)/t12-/m1/s1		R27|R30|	C	
7244	etoxadrol	(2r)-2-[(2s,4s)-2-ethyl-2-phenyl-1,3-dioxolan-4-yl]piperidine	CC[C@]1(c2ccccc2)OC[C@H]([C@H]2CCCCN2)O1	56676249		BBB+	InChI=1S/C16H23NO2/c1-2-16(13-8-4-3-5-9-13)18-12-15(19-16)14-10-6-7-11-17-14/h3-5,8-9,14-15,17H,2,6-7,10-12H2,1H3/t14-,15-,16+/m1/s1		R27|R30|	C	
7245			CC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@H]12			BBB-	InChI=1S/C19H26NO4/c1-3-20(2)15-9-13(10-16(20)18-17(15)24-18)23-19(22)14(11-21)12-7-5-4-6-8-12/h4-8,13-18,21H,3,9-11H2,1-2H3/q+1/t13-,14-,15+,16+,17+,18-,20?/m0/s1		R27|	C	
7246	piroximone	4-ethyl-5-(pyridine-4-carbonyl)-1,3-dihydroimidazol-2-one	CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1	55263		BBB+	InChI=1S/C11H11N3O2/c1-2-8-9(14-11(16)13-8)10(15)7-3-5-12-6-4-7/h3-6H,2H2,1H3,(H2,13,14,16)		R27|	C	
7247			CCc1cccc2c1N[C@@H]1[C@H]2CCOC1(CC(=O)O)CC(=O)O			BBB+	InChI=1S/C17H21NO5/c1-2-10-4-3-5-11-12-6-7-23-17(8-13(19)20,9-14(21)22)16(12)18-15(10)11/h3-5,12,16,18H,2,6-9H2,1H3,(H,19,20)(H,21,22)/t12-,16+/m0/s1		R27|	C	
7248	brifentanil	n-[(3r,4r)-1-[2-(4-ethyl-5-oxotetrazol-1-yl)ethyl]-3-methylpiperidin-4-yl]-n-(2-fluorophenyl)-2-methoxyacetamide	CCn1nnn(CCN2CC[C@@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O	6328521		BBB+	InChI=1S/C20H29FN6O3/c1-4-25-20(29)26(23-22-25)12-11-24-10-9-17(15(2)13-24)27(19(28)14-30-3)18-8-6-5-7-16(18)21/h5-8,15,17H,4,9-14H2,1-3H3/t15-,17-/m1/s1		R27|R30|	C	
7249	asimadoline	n-[(1r)-2-[(3s)-3-hydroxypyrrolidin-1-yl]-1-phenylethyl]-n-methyl-2,2-diphenylacetamide	CN(C(=O)C(c1ccccc1)c1ccccc1)[C@@H](CN1CC[C@H](O)C1)c1ccccc1	9868413		BBB+	InChI=1S/C27H30N2O2/c1-28(25(21-11-5-2-6-12-21)20-29-18-17-24(30)19-29)27(31)26(22-13-7-3-8-14-22)23-15-9-4-10-16-23/h2-16,24-26,30H,17-20H2,1H3/t24-,25-/m0/s1		R27|R30|	C	
7250	avizafone	(2r)-2,6-diamino-n-[2-(2-benzoyl-4-chloro-n-methylanilino)-2-oxoethyl]hexanamide	CN(C(=O)CNC(=O)[C@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1	124399903		BBB+	InChI=1S/C22H27ClN4O3/c1-27(20(28)14-26-22(30)18(25)9-5-6-12-24)19-11-10-16(23)13-17(19)21(29)15-7-3-2-4-8-15/h2-4,7-8,10-11,13,18H,5-6,9,12,14,24-25H2,1H3,(H,26,30)/t18-/m1/s1		R27|R30|	C	
7251	pdsp1_001740	2-(3,4-dichlorophenyl)-n-methyl-n-[(5r,7r,8s)-7-pyrrolidin-1-yl-1-oxaspiro[4.5]decan-8-yl]acetamide	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@H]1N1CCCC1	24175362		BBB+	InChI=1S/C22H30Cl2N2O2/c1-25(21(27)14-16-5-6-17(23)18(24)13-16)19-7-9-22(8-4-12-28-22)15-20(19)26-10-2-3-11-26/h5-6,13,19-20H,2-4,7-12,14-15H2,1H3/t19-,20+,22-/m0/s1		R27|R30|	C	
7252	benzydamine	3-(1-benzylindazol-3-yl)oxy-n,n-dimethylpropan-1-amine	CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12	12555		BBB+	InChI=1S/C19H23N3O/c1-21(2)13-8-14-23-19-17-11-6-7-12-18(17)22(20-19)15-16-9-4-3-5-10-16/h3-7,9-12H,8,13-15H2,1-2H3		R27|	C	
7253			CN(C)CCC[C@@H]1c2ccccc2COc2ccccc21			BBB+	InChI=1S/C19H23NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-10,12,17H,7,11,13-14H2,1-2H3/t17-/m1/s1		R27|	C	
7254			CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1			BBB+	InChI=1S/C15H18ClN3/c1-18(2)11-12-19(15-5-3-4-10-17-15)14-8-6-13(16)7-9-14/h3-10H,11-12H2,1-2H3		R27|	C	
7255	thiazesim (tiazesim)	(2r)-5-[2-(dimethylamino)ethyl]-2-phenyl-2,3-dihydro-1,5-benzothiazepin-4-one	CN(C)CCN1C(=O)C[C@H](c2ccccc2)Sc2ccccc21	10947376		BBB+	InChI=1S/C19H22N2OS/c1-20(2)12-13-21-16-10-6-7-11-17(16)23-18(14-19(21)22)15-8-4-3-5-9-15/h3-11,18H,12-14H2,1-2H3/t18-/m1/s1		R27|R30|	C	
7256	chlorphenoxamine	2-[(1s)-1-(4-chlorophenyl)-1-phenylethoxy]-n,n-dimethylethanamine	CN(C)CCO[C@@](C)(c1ccccc1)c1ccc(Cl)cc1	38988830		BBB+	InChI=1S/C18H22ClNO/c1-18(21-14-13-20(2)3,15-7-5-4-6-8-15)16-9-11-17(19)12-10-16/h4-12H,13-14H2,1-3H3/t18-/m0/s1		R27|R30|	C	
7257	ramciclane	2-[[(1s,2s,4r)-2-benzyl-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl]oxy]-n,n-dimethylethanamine	CN(C)CCO[C@]1(Cc2ccccc2)C[C@H]2CC[C@@]1(C)C2(C)C	76960612		BBB+	InChI=1S/C21H33NO/c1-19(2)18-11-12-20(19,3)21(16-18,23-14-13-22(4)5)15-17-9-7-6-8-10-17/h6-10,18H,11-16H2,1-5H3/t18-,20+,21-/m1/s1		R27|R30|	C	
7258	(?)-pheniramine	(3r)-n,n-dimethyl-3-phenyl-3-pyridin-2-ylpropan-1-amine	CN(C)CC[C@H](c1ccccc1)c1ccccn1	920230		BBB+	InChI=1S/C16H20N2/c1-18(2)13-11-15(14-8-4-3-5-9-14)16-10-6-7-12-17-16/h3-10,12,15H,11,13H2,1-2H3/t15-/m1/s1		R27|	C	
7259	zinc1678256	n,n-dimethyl-2-[(1r)-1-phenylinden-1-yl]ethanamine	CN(C)CC[C@]1(c2ccccc2)C=Cc2ccccc21	76962259		BBB+	InChI=1S/C19H21N/c1-20(2)15-14-19(17-9-4-3-5-10-17)13-12-16-8-6-7-11-18(16)19/h3-13H,14-15H2,1-2H3/t19-/m0/s1		R27|R30|	C	
7260	unii-80o018lgci component cmebtcwurhmcee-hnayvobhsa-n	n,n-dimethyl-1-[(2r,4s)-spiro[1,3-dioxolane-2,11'-6h-benzo[c][1]benzoxepine]-4-yl]methanamine	CN(C)C[C@H]1CO[C@@]2(O1)c1ccccc1COc1ccccc12	76967822		BBB+	InChI=1S/C19H21NO3/c1-20(2)11-15-13-22-19(23-15)16-8-4-3-7-14(16)12-21-18-10-6-5-9-17(18)19/h3-10,15H,11-13H2,1-2H3/t15-,19+/m0/s1		R27|R30|	C	
7261	cericlamine	(2r)-3-(3,4-dichlorophenyl)-2-(dimethylamino)-2-methylpropan-1-ol	CN(C)[C@@](C)(CO)Cc1ccc(Cl)c(Cl)c1	76972276		BBB+	InChI=1S/C12H17Cl2NO/c1-12(8-16,15(2)3)7-9-4-5-10(13)11(14)6-9/h4-6,16H,7-8H2,1-3H3/t12-/m1/s1		R27|R30|	C	
7262	rolitetracycline	(4r,4as,5as,6s,12ar)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-n-(pyrrolidin-1-ylmethyl)-4,4a,5,5a-tetrahydrotetracene-2-carboxamide	CN(C)[C@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	100076684		BBB-	InChI=1S/C27H33N3O8/c1-26(37)13-7-6-8-16(31)17(13)21(32)18-14(26)11-15-20(29(2)3)22(33)19(24(35)27(15,38)23(18)34)25(36)28-12-30-9-4-5-10-30/h6-8,14-15,20,31-32,35,37-38H,4-5,9-12H2,1-3H3,(H,28,36)/t14-,15-,20+,26+,27-/m0/s1		R27|R30|	C	
7263	chlortetracycline	(4r,4as,5as,6s,12ar)-7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide	CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12	54678407		BBB-	InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26-27,30,32-33H,6H2,1-3H3,(H2,24,31)/t7-,8-,15+,21-,22-/m0/s1		R27|R30|	C	
7264	zinc13783337	(4r,4as,5as,6r,12ar)-7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4h-tetracene-2-carboxamide	CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@H](O)[C@H]3C[C@@H]12	92460289		BBB-	InChI=1S/C21H21ClN2O8/c1-24(2)14-7-5-6-10(16(27)12-9(25)4-3-8(22)11(12)15(6)26)18(29)21(7,32)19(30)13(17(14)28)20(23)31/h3-4,6-7,14-15,25-27,30,32H,5H2,1-2H3,(H2,23,31)/t6-,7-,14+,15+,21-/m0/s1		R27|R30|	C	
7265	akos030241499	(4r,4ar,5s,5as,6s,12ar)-4-(dimethylamino)-1,5,6,10,11,12a-hexahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide	CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@@H]3[C@H](O)[C@@H]12	137244778		BBB+	InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31)/t12-,13+,14+,17-,21+,22-/m0/s1		R27|	C	
7266	epitetracycline	(4r,4as,5as,6s,12ar)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide	CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	54682506		BBB-	InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25-26,29,31-32H,7H2,1-3H3,(H2,23,30)/t9-,10-,15+,21+,22-/m0/s1		R27|R30|	C	
7267	oxytetracycline	(4r,4ar,5s,5ar,6s,12ar)-4-(dimethylamino)-1,5,6,10,11,12a-hexahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide	CN(C)[C@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12	54678403		BBB-	InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31)/t12-,13-,14-,17+,21-,22+/m1/s1		R27|R30|	C	
7268	pecocycline		CN(C)[C@H]1C(O)=C(C(=O)NCN2CCC[C@H](C(=O)O)C2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C29H35N3O10/c1-28(41)14-7-4-8-17(33)18(14)22(34)19-15(28)10-16-21(31(2)3)23(35)20(25(37)29(16,42)24(19)36)26(38)30-12-32-9-5-6-13(11-32)27(39)40/h4,7-8,13,15-16,21,33,35-36,41-42H,5-6,9-12H2,1-3H3,(H,30,38)(H,39,40)/t13-,15-,16-,21+,28+,29-/m0/s1		R27|R30|	C	
7269	guamecycline		CN(C)[C@H]1C(O)=C(C(=O)NCN2CCN(C(=N)NC(=N)N)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C29H38N8O8/c1-28(44)13-5-4-6-16(38)17(13)21(39)18-14(28)11-15-20(35(2)3)22(40)19(24(42)29(15,45)23(18)41)25(43)33-12-36-7-9-37(10-8-36)27(32)34-26(30)31/h4-6,14-15,20,38,40-41,44-45H,7-12H2,1-3H3,(H,33,43)(H5,30,31,32,34)/t14-,15-,20+,28+,29-/m0/s1		R27|R30|	C	
7270	pipacycline		CN(C)[C@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C29H38N4O9/c1-28(41)15-5-4-6-18(35)19(15)23(36)20-16(28)13-17-22(31(2)3)24(37)21(26(39)29(17,42)25(20)38)27(40)30-14-33-9-7-32(8-10-33)11-12-34/h4-6,16-17,22,34-35,37-38,41-42H,7-14H2,1-3H3,(H,30,40)/t16-,17-,22+,28+,29-/m0/s1		R27|R30|	C	
7271	lymecycline		CN(C)[C@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C29H38N4O10/c1-28(42)13-7-6-9-17(34)18(13)22(35)19-14(28)11-15-21(33(2)3)23(36)20(25(38)29(15,43)24(19)37)26(39)32-12-31-10-5-4-8-16(30)27(40)41/h6-7,9,14-16,21,31,34,36-37,42-43H,4-5,8,10-12,30H2,1-3H3,(H,32,39)(H,40,41)/t14-,15-,16-,21+,28+,29-/m0/s1		R27|R30|	C	
7272	penimocycline		CN(C)[C@H]1C(O)=C(C(=O)NCN[C@@H](C(=O)N[C@H]2C(=O)N3[C@H]2SC(C)(C)[C@H]3C(=O)O)c2ccccc2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C39H43N5O12S/c1-37(2)29(36(53)54)44-34(52)25(35(44)57-37)42-33(51)24(16-10-7-6-8-11-16)40-15-41-32(50)23-28(47)26(43(4)5)19-14-18-22(30(48)39(19,56)31(23)49)27(46)21-17(38(18,3)55)12-9-13-20(21)45/h6-13,18-19,24-26,29,35,40,45,47-48,55-56H,14-15H2,1-5H3,(H,41,50)(H,42,51)(H,53,54)/t18-,19-,24+,25-,26+,29+,35-,38+,39-/m0/s1		R27|R30|	C	
7273	clomocycline		CN(C)[C@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C23H25ClN2O9/c1-22(34)8-6-9-16(26(2)3)18(30)14(21(33)25-7-27)20(32)23(9,35)19(31)12(8)17(29)13-11(28)5-4-10(24)15(13)22/h4-5,8-9,16,27-28,30-31,34-35H,6-7H2,1-3H3,(H,25,33)/t8-,9-,16+,22-,23-/m0/s1		R27|R30|	C	
7274	apicycline		CN(C)[C@H]1C(O)=C(C(=O)N[C@H](C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C30H38N4O11/c1-29(44)14-5-4-6-17(36)18(14)22(37)19-15(29)13-16-21(32(2)3)23(38)20(25(40)30(16,45)24(19)39)27(41)31-26(28(42)43)34-9-7-33(8-10-34)11-12-35/h4-6,15-16,21,26,35-36,38-39,44-45H,7-13H2,1-3H3,(H,31,41)(H,42,43)/t15-,16-,21+,26-,29+,30-/m0/s1		R27|R30|	C	
7275	nitrocycline		CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc([N+](=O)[O-])c4C[C@H]3C[C@@H]12			BBB-	InChI=1S/C21H21N3O9/c1-23(2)15-9-6-7-5-8-10(24(32)33)3-4-11(25)13(8)16(26)12(7)18(28)21(9,31)19(29)14(17(15)27)20(22)30/h3-4,7,9,15,25,27-28,31H,5-6H2,1-2H3,(H2,22,30)/t7-,9-,15+,21-/m0/s1		R27|R30|	C	
7276	demecycline		CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@H](O)[C@H]3C[C@@H]12			BBB-	InChI=1S/C21H22N2O8/c1-23(2)14-9-6-8-12(16(26)11-7(15(8)25)4-3-5-10(11)24)18(28)21(9,31)19(29)13(17(14)27)20(22)30/h3-5,8-9,14-15,24-25,27-28,31H,6H2,1-2H3,(H2,22,30)/t8-,9-,14+,15-,21-/m0/s1		R27|R30|	C	
7277	amicycline		CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12			BBB-	InChI=1S/C21H23N3O7/c1-24(2)14-9-6-8-5-7-3-4-10(22)15(25)11(7)16(26)12(8)18(28)21(9,31)19(29)13(17(14)27)20(23)30/h3-4,8-9,14,25,27-28,31H,5-6,22H2,1-2H3,(H2,23,30)/t8-,9-,14+,21-/m0/s1		R27|R30|	C	
7278	etamocycline		CN(CCN(C)CNC(=O)C1=C(O)[C@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2C[C@H]3C(=C(O)[C@@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O			BBB-	InChI=1S/C50H60N6O16/c1-47(69)21-11-9-13-27(57)29(21)37(59)31-23(47)17-25-35(53(3)4)39(61)33(43(65)49(25,71)41(31)63)45(67)51-19-55(7)15-16-56(8)20-52-46(68)34-40(62)36(54(5)6)26-18-24-32(42(64)50(26,72)44(34)66)38(60)30-22(48(24,2)70)12-10-14-28(30)58/h9-14,23-26,35-36,57-58,61-64,69-72H,15-20H2,1-8H3,(H,51,67)(H,52,68)/t23-,24-,25-,26+,35+,36-,47+,48+,49-,50+/m0/s1		R27|R30|	C	
7279	zinc3831470	1-methyl-1-nitroso-3-[(2s,3r,4s,5s,6s)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea	CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@H]1O	124303415		BBB-	InChI=1S/C8H15N3O7/c1-11(10-17)8(16)9-4-6(14)5(13)3(2-12)18-7(4)15/h3-7,12-15H,2H2,1H3,(H,9,16)/t3-,4+,5+,6-,7-/m0/s1		R27|	C	
7280	methsuximide (mesuximide)	(3r)-1,3-dimethyl-3-phenylpyrrolidine-2,5-dione	CN1C(=O)C[C@](C)(c2ccccc2)C1=O	25271978		BBB+	InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3/t12-/m1/s1		R27|R30|	C	
7281	(s)-hexobarbital	(5s)-5-(cyclohexen-1-yl)-1,5-dimethyl-1,3-diazinane-2,4,6-trione	CN1C(=O)NC(=O)[C@](C)(C2=CCCCC2)C1=O	7036944		BBB+	InChI=1S/C12H16N2O3/c1-12(8-6-4-3-5-7-8)9(15)13-11(17)14(2)10(12)16/h6H,3-5,7H2,1-2H3,(H,13,15,17)/t12-/m0/s1		R27|	C	
7282	chembl400001	(3r)-7-chloro-5-(2-chlorophenyl)-3-hydroxy-1-methyl-3h-1,4-benzodiazepin-2-one	CN1C(=O)[C@@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21	44445700		BBB+	InChI=1S/C16H12Cl2N2O2/c1-20-13-7-6-9(17)8-11(13)14(19-15(21)16(20)22)10-4-2-3-5-12(10)18/h2-8,15,21H,1H3/t15-/m1/s1		R27|	C	
7283	lornoxicam	6-chloro-4-hydroxy-2-methyl-1,1-dioxo-n-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide	CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O	54690031		BBB+	InChI=1S/C13H10ClN3O4S2/c1-17-10(13(19)16-9-4-2-3-5-15-9)11(18)12-7(23(17,20)21)6-8(14)22-12/h2-6,18H,1H3,(H,15,16,19)		R27|	C	
7284	cn1s(c2=c(c=c1c(=o)nc1=nc=cc=c1)sc=c2)(=o)=o	2-methyl-1,1-dioxo-n-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide	CN1C(C(=O)Nc2ccccn2)=Cc2sccc2S1(=O)=O	140997229		BBB+	InChI=1S/C13H11N3O3S2/c1-16-9(13(17)15-12-4-2-3-6-14-12)8-10-11(5-7-20-10)21(16,18)19/h2-8H,1H3,(H,14,15,17)		R27|	C	
7285	sudoxicam	4-hydroxy-2-methyl-1,1-dioxo-n-(1,3-thiazol-2-yl)-1lambda6,2-benzothiazine-3-carboxamide	CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O	54682951		BBB+	InChI=1S/C13H11N3O4S2/c1-16-10(12(18)15-13-14-6-7-21-13)11(17)8-4-2-3-5-9(8)22(16,19)20/h2-7,17H,1H3,(H,14,15,18)		R27|	C	
7286			CN1CCC[C@@H](N2N[C@@H](Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1			BBB+	InChI=1S/C22H26ClN3O/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16/h2-3,6-11,18,21,24H,4-5,12-15H2,1H3/t18-,21+/m1/s1		R27|	C	
7287	(+)-nicotine	3-[(2r)-1-methylpyrrolidin-2-yl]pyridine	CN1CCC[C@@H]1c1cccnc1	157672		BBB+	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m1/s1		R27|	C	
7288	mazipredone		CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](O)C[C@]32C)CC1			BBB+	InChI=1S/C26H38N2O4/c1-24-8-6-18(29)14-17(24)4-5-19-20-7-9-26(32,25(20,2)15-21(30)23(19)24)22(31)16-28-12-10-27(3)11-13-28/h6,8,14,19-21,23,30,32H,4-5,7,9-13,15-16H2,1-3H3/t19-,20+,21-,23-,24-,25-,26+/m1/s1		R27|R30|	C	
