NO.	compound_name	IUPAC_name	SMILES	CID	logBB	BBB+/BBB-	Inchi	threshold	reference	group	comments
167	Clemastine	(2R)-2-[2-[(1R)-1-(4-chlorophenyl)-1-phenylethoxy]ethyl]-1-methylpyrrolidine	CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1	26987		BBB+	InChI=1S/C21H26ClNO/c1-21(17-7-4-3-5-8-17,18-10-12-19(22)13-11-18)24-16-14-20-9-6-15-23(20)2/h3-5,7-8,10-13,20H,6,9,14-16H2,1-2H3/t20-,21-/m1/s1		(1) Simon, F. E. R.; Simons, K. J. H1 Antihistamines: Current Status and Future Directions. World Allergy Organization Journal 2008, 1 (9), 145–155. (2) Tamai, I.; Kido, Y.; Yamashita, J.; Sai, Y.; Tsuji, A. Blood-Brain Barrier Transport of H1-Antagonist Ebastine and Its Metabolite Carebastine. Journal of Drug Targeting 2000, 8 (6), 383–393. (3) YAMAZAKI, M.; FUKUOKA, H.; NAGATA, O.; KATO, H.; ITO, Y.; TERASAKI, T.; TSUJI, A. Transport Mechanism of an H1-Antagonist at the Blood-Brain Barrier: Transport Mechanism of Mepyramine Using the Carotid Injection Technique. Biological and Pharmaceutical Bulletin 1994, 17 (5), 676–679.	E	
168	R-Hydroxyzine	2-[2-[4-[(R)-(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol	OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	1548974		BBB+	InChI=1S/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2/t21-/m1/s1		(1) Simon, F. E. R.; Simons, K. J. H1 Antihistamines: Current Status and Future Directions. World Allergy Organization Journal 2008, 1 (9), 145–155. (2) Tamai, I.; Kido, Y.; Yamashita, J.; Sai, Y.; Tsuji, A. Blood-Brain Barrier Transport of H1-Antagonist Ebastine and Its Metabolite Carebastine. Journal of Drug Targeting 2000, 8 (6), 383–393. (3) YAMAZAKI, M.; FUKUOKA, H.; NAGATA, O.; KATO, H.; ITO, Y.; TERASAKI, T.; TSUJI, A. Transport Mechanism of an H1-Antagonist at the Blood-Brain Barrier: Transport Mechanism of Mepyramine Using the Carotid Injection Technique. Biological and Pharmaceutical Bulletin 1994, 17 (5), 676–679.	E	
169	Lopac-O-3752	N,N-dimethyl-2-[(S)-(2-methylphenyl)-phenylmethoxy]ethanamine	Cc1ccccc1[C@@H](OCCN(C)C)c1ccccc1	736041		BBB+	InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3/t18-/m0/s1		(1) Simon, F. E. R.; Simons, K. J. H1 Antihistamines: Current Status and Future Directions. World Allergy Organization Journal 2008, 1 (9), 145–155. (2) Tamai, I.; Kido, Y.; Yamashita, J.; Sai, Y.; Tsuji, A. Blood-Brain Barrier Transport of H1-Antagonist Ebastine and Its Metabolite Carebastine. Journal of Drug Targeting 2000, 8 (6), 383–393. (3) YAMAZAKI, M.; FUKUOKA, H.; NAGATA, O.; KATO, H.; ITO, Y.; TERASAKI, T.; TSUJI, A. Transport Mechanism of an H1-Antagonist at the Blood-Brain Barrier: Transport Mechanism of Mepyramine Using the Carotid Injection Technique. Biological and Pharmaceutical Bulletin 1994, 17 (5), 676–679.	E	
170	(R)-bromazine	2-[(R)-(4-bromophenyl)-phenylmethoxy]-N,N-dimethylethanamine	CN(C)CCO[C@H](c1ccccc1)c1ccc(Br)cc1	45266805		BBB+	InChI=1S/C17H20BrNO/c1-19(2)12-13-20-17(14-6-4-3-5-7-14)15-8-10-16(18)11-9-15/h3-11,17H,12-13H2,1-2H3/t17-/m1/s1		(1) Simon, F. E. R.; Simons, K. J. H1 Antihistamines: Current Status and Future Directions. World Allergy Organization Journal 2008, 1 (9), 145–155. (2) Tamai, I.; Kido, Y.; Yamashita, J.; Sai, Y.; Tsuji, A. Blood-Brain Barrier Transport of H1-Antagonist Ebastine and Its Metabolite Carebastine. Journal of Drug Targeting 2000, 8 (6), 383–393. (3) YAMAZAKI, M.; FUKUOKA, H.; NAGATA, O.; KATO, H.; ITO, Y.; TERASAKI, T.; TSUJI, A. Transport Mechanism of an H1-Antagonist at the Blood-Brain Barrier: Transport Mechanism of Mepyramine Using the Carotid Injection Technique. Biological and Pharmaceutical Bulletin 1994, 17 (5), 676–679.	E	
171	Triprolidine	2-[(E)-1-(4-methylphenyl)-3-pyrrolidin-1-ylprop-1-enyl]pyridine	Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1	5282443		BBB+	InChI=1S/C19H22N2/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21/h2-3,6-12H,4-5,13-15H2,1H3/b18-11+		(1) Simon, F. E. R.; Simons, K. J. H1 Antihistamines: Current Status and Future Directions. World Allergy Organization Journal 2008, 1 (9), 145–155. (2) Tamai, I.; Kido, Y.; Yamashita, J.; Sai, Y.; Tsuji, A. Blood-Brain Barrier Transport of H1-Antagonist Ebastine and Its Metabolite Carebastine. Journal of Drug Targeting 2000, 8 (6), 383–393. (3) YAMAZAKI, M.; FUKUOKA, H.; NAGATA, O.; KATO, H.; ITO, Y.; TERASAKI, T.; TSUJI, A. Transport Mechanism of an H1-Antagonist at the Blood-Brain Barrier: Transport Mechanism of Mepyramine Using the Carotid Injection Technique. Biological and Pharmaceutical Bulletin 1994, 17 (5), 676–679.	E	
172	Tarenflurbil	(2R)-2-(3-fluoro-4-phenylphenyl)propanoic acid	Fc2cc(ccc2c1ccccc1)[C@H](C(=O)O)C	92337		BBB-	InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)/t10-/m1/s1		Imbimbo, B. P. Why Did Tarenflurbil Fail in Alzheimer’s Disease? Journal of Alzheimer’s Disease 2009, 17 (4), 757–760.	E	At proposed therapeutic concentrations, this molecule lacks anti-inflammatory activity, and does not inhibit either cyclooxygenase 1 (COX-1) or cyclooxygenase 2 (COX-2) enzymes.
173	Gavestinel	3-[(E)-3-anilino-3-oxoprop-1-enyl]-4,6-dichloro-1H-indole-2-carboxylic acid	OC(C1=C(/C=C/C(NC2=CC=CC=C2)=O)C3=C(Cl)C=C(Cl)C=C3N1)=O	6450546		BBB-	InChI=1S/C18H12Cl2N2O3/c19-10-8-13(20)16-12(17(18(24)25)22-14(16)9-10)6-7-15(23)21-11-4-2-1-3-5-11/h1-9,22H,(H,21,23)(H,24,25)/b7-6+		(1) Sacco, R. L.; DeRosa, J. T.; Haley, Jr, E. C.; Levin, B.; Ordronneau, P.; Phillips, S. J.; Rundek, T.; Snipes, R. G.; Thompson, J. L. P.; for the GAIN Americas Investigators. Glycine Antagonist in Neuroprotection for Patients with Acute Stroke. JAMA 2001, 285 (13), 1719. (2) Alavijeh, M. S.; Chishty, M.; Qaiser, M. Z.; Palmer, A. M. Drug Metabolism and Pharmacokinetics, the Blood-Brain Barrier, and Central Nervous System Drug Discovery. NeuroRX 2005, 2 (4), 554–571.	E	Gavestinel, which reached Phase III clinical trials but did not show clear effectiveness, likely due to its inability to cross the BBB
174	dopamine	4-(2-aminoethyl)benzene-1,2-diol	NCCc1cc(O)c(O)cc1	681		BBB-	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2		Ahlskog, J. E. Common Myths and Misconceptions That Sidetrack Parkinson Disease Treatment, to the Detriment of Patients. Mayo Clinic Proceedings 2020, 95 (10), 2225–2234.	E	Cannot cross the BBB when administered peripherally, preventing CNS delivery
175	paclitaxel	[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate	CC1=C2[C@@]([C@]([C@H]([C@@H]3[C@]4([C@H](OC4)C[C@@H]([C@]3(C(=O)[C@@H]2OC(=O)C)C)O)OC(=O)C)OC(=O)c5ccccc5)(C[C@@H]1OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)O)(C)C	36314		BBB-	InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+/m0/s1		Fellner, S.; Bauer, B.; Miller, D. S.; Schaffrik, M.; Fankhänel, M.; Spruss, T.; Bernhardt, G.; Graeff, C.; Färber, L.; Gschaidmeier, H.; Buschauer, A.; Fricker, G. Transport of Paclitaxel (Taxol) across the Blood-Brain Barrier in Vitro and in Vivo. The Journal of Clinical Investigation 2002, 110 (9), 1309–1318. 	E	

