NO.	compound_name	IUPAC_name	SMILES	CID	logBB	Inchi	reference	group	comments
809	chembl142149	n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]pyridin-2-amine	C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=CC=CC=N3	10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|10019237.0|	0.69	InChI=1S/C20H27N3O/c1-4-13-23(14-5-1)17-18-8-6-9-19(16-18)24-15-7-12-22-20-10-2-3-11-21-20/h2-3,6,8-11,16H,1,4-5,7,12-15,17H2,(H,21,22)	R2|R2|R3|R3|R8|R12|R18|R20|R21|R25|R26|R27|R27|R27|R35|R36|R38|R38|R41|R41|R43|R46|R47|R48|R49|R49|R4|R40|	B	
810	1,2,3,4-tetrahydroquinoline	1,2,3,4-tetrahydroquinoline	C1CC2=CC=CC=C2NC1	69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|69460.0|	0.7	InChI=1S/C9H11N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-2,4,6,10H,3,5,7H2	R40|R12|R25|R35|R39|R46|R47|R27|R2|R2|R21|R27|R43|R8|R5|	B	
811	irie-13b	2-cyano-4-(2-hydroxyethoxy)-n-methyl-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide	CNC(=O)C1=C(N=C(N=C1OCCO)C#N)NCC2CCC3(CCC3)CC2	25030810.0|25030810.0|25030810.0|	0.7	InChI=1S/C19H27N5O3/c1-21-17(26)15-16(23-14(11-20)24-18(15)27-10-9-25)22-12-13-3-7-19(8-4-13)5-2-6-19/h13,25H,2-10,12H2,1H3,(H,21,26)(H,22,23,24)	R18|R26|R27|	B	
812	perphenazine	2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethanol	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO	4748.0|4748.0|4748.0|4748.0|4748.0|	0.7	InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2	R2|R2|R25|R27|R46|	B	
813	quetiapine	2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	5002.0|5002.0|5002.0|5002.0|5002.0|	0.7	InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2	R2|R2|R25|R27|R46|	B	
814	1-octene	oct-1-ene	CCCCCCC=C	8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|8125.0|	0.74	InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3	R3|R21|R25|R27|R38|R41|R46|R47|R2|R2|R8|R27|R40|	B	
815	bms-184111	1-[4-(1,3-benzodioxol-5-yl)-4-methoxycyclohexyl]-4-[(3-methoxyphenyl)methyl]piperidine	COC1=CC=CC(=C1)CC2CCN(CC2)C3CCC(CC3)(C4=CC5=C(C=C4)OCO5)OC	10388384.0|10388384.0|10388384.0|10388384.0|10388384.0|10388384.0|10388384.0|	0.74	InChI=1S/C27H35NO4/c1-29-24-5-3-4-21(17-24)16-20-10-14-28(15-11-20)23-8-12-27(30-2,13-9-23)22-6-7-25-26(18-22)32-19-31-25/h3-7,17-18,20,23H,8-16,19H2,1-2H3	R4|R47|R2|R2|R8|R27|R40|	B	
816	climazolam	8-chloro-6-(2-chlorophenyl)-1-methyl-4h-imidazo[1,5-a][1,4]benzodiazepine	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl	68790.0|68790.0|68790.0|	0.74	InChI=1S/C18H13Cl2N3/c1-11-21-9-13-10-22-18(14-4-2-3-5-16(14)20)15-8-12(19)6-7-17(15)23(11)13/h2-9H,10H2,1H3	R18|R26|R27|	B	
817	northioridazine	2-methylsulfanyl-10-(2-piperidin-3-ylethyl)phenothiazine	CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4	114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|114376.0|	0.75	InChI=1S/C20H24N2S2/c1-23-16-8-9-20-18(13-16)22(12-10-15-5-4-11-21-14-15)17-6-2-3-7-19(17)24-20/h2-3,6-9,13,15,21H,4-5,10-12,14H2,1H3	R3|R25|R36|R38|R41|R46|R47|R40|R2|R2|R27|R8|R21|R27|	B	
818	9b	(2r)-2-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]morpholine	C1CO[C@H](CN1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F	57402315.0|57402315.0|57402315.0|57402315.0|57402315.0|	0.77	InChI=1S/C18H18FN3O/c19-14-7-5-13(6-8-14)12-22-16-4-2-1-3-15(16)21-18(22)17-11-20-9-10-23-17/h1-8,17,20H,9-12H2/t17-/m1/s1	R2|R2|R25|R27|R46|	B	
819	olanzapine	2-methyl-4-(4-methylpiperazin-1-yl)-5h-thieno[3,2-c][1,5]benzodiazepine	CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C	135398745.0|135398745.0|	0.78	InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,18H,7-10H2,1-2H3	R8|R21|	B	
820	sabeluzole	1-[4-[1,3-benzothiazol-2-yl(methyl)amino]piperidin-1-yl]-3-(4-fluorophenoxy)propan-2-ol	CN(C1CCN(CC1)CC(COC2=CC=C(C=C2)F)O)C3=NC4=CC=CC=C4S3	59823.0|59823.0|59823.0|59823.0|59823.0|59823.0|	0.78	InChI=1S/C22H26FN3O2S/c1-25(22-24-20-4-2-3-5-21(20)29-22)17-10-12-26(13-11-17)14-18(27)15-28-19-8-6-16(23)7-9-19/h2-9,17-18,27H,10-15H2,1H3	R2|R2|R25|R27|R46|R47|	B	
821	515141-51-2	6-(4-chlorophenyl)-3-[3-methoxy-4-(2-pyrrolidin-1-ylethoxy)phenyl]thieno[3,2-d]pyrimidin-4-one	COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=C3)C4=CC=C(C=C4)Cl)OCCN5CCCC5	9826520.0|9826520.0|9826520.0|9826520.0|9826520.0|	0.78	InChI=1S/C25H24ClN3O3S/c1-31-22-14-19(8-9-21(22)32-13-12-28-10-2-3-11-28)29-16-27-20-15-23(33-24(20)25(29)30)17-4-6-18(26)7-5-17/h4-9,14-16H,2-3,10-13H2,1H3	R2|R2|R25|R27|R46|	B	
822	fluvoxamine	2-[(z)-[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine	COCCCC/C(=N/OCCN)/C1=CC=C(C=C1)C(F)(F)F	5324346.0|5324346.0|5324346.0|5324346.0|	0.79	InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14-	R18|R25|R26|R27|	B	
823	fluvoxamine	2-[(e)-[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine	COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F	5361192.0|5361192.0|5361192.0|5361192.0|5361192.0|5361192.0|	0.79	InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+	R4|R21|R43|R47|R40|R8|	B	
824	(z) fluvoxamine	2-[[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F	3404.0|3404.0|3404.0|3404.0|	0.79	InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3	R27|R2|R2|R27|	B	
825	northioridazine	2-methylsulfanyl-10-(2-piperidin-2-ylethyl)phenothiazine	CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCCN4	558813.0|558813.0|558813.0|558813.0|558813.0|558813.0|558813.0|558813.0|558813.0|	0.8	InChI=1S/C20H24N2S2/c1-23-16-9-10-20-18(14-16)22(13-11-15-6-4-5-12-21-15)17-7-2-3-8-19(17)24-20/h2-3,7-10,14-15,21H,4-6,11-13H2,1H3	R11|R12|R18|R26|R27|R39|R43|R4|R5|	B	
826	loxapine	8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl	3964.0|3964.0|3964.0|3964.0|3964.0|	0.8	InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3	R2|R2|R25|R27|R46|	B	
827	mchr antagonist 23c	4-(4-ethylphenyl)-n-methyl-n-[1-(3-piperidin-1-ylpyrrolidine-1-carbonyl)pyrrolidin-3-yl]benzamide	CCC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)N(C)C3CCN(C3)C(=O)N4CCC(C4)N5CCCCC5	73226213.0|73226213.0|73226213.0|73226213.0|73226213.0|73226213.0|	0.81	InChI=1S/C30H40N4O2/c1-3-23-7-9-24(10-8-23)25-11-13-26(14-12-25)29(35)31(2)27-15-19-33(21-27)30(36)34-20-16-28(22-34)32-17-5-4-6-18-32/h7-14,27-28H,3-6,15-22H2,1-2H3	R2|R2|R20|R25|R27|R46|	B	
828	metoprine	5-(3,4-dichlorophenyl)-6-methylpyrimidine-2,4-diamine	CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl	24466.0|24466.0|24466.0|	0.81	InChI=1S/C11H10Cl2N4/c1-5-9(10(14)17-11(15)16-5)6-2-3-7(12)8(13)4-6/h2-4H,1H3,(H4,14,15,16,17)	R18|R26|R27|	B	
829	( + )-4-fluorotranylcypromine	(1s,2r)-2-(4-fluorophenyl)cyclopropan-1-amine	C1[C@@H]([C@H]1N)C2=CC=C(C=C2)F	39235321.0|39235321.0|39235321.0|39235321.0|39235321.0|	0.81	InChI=1S/C9H10FN/c10-7-3-1-6(2-4-7)8-5-9(8)11/h1-4,8-9H,5,11H2/t8-,9+/m1/s1	R2|R2|R25|R27|R46|	B	
830	org4428	4,16-dimethyl-14-oxa-4-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaen-7-ol	CC1=C2C(=CC=C1)C3CN(CCC3(C4=CC=CC=C4O2)O)C	9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|9860946.0|	0.82	InChI=1S/C19H21NO2/c1-13-6-5-7-14-16-12-20(2)11-10-19(16,21)15-8-3-4-9-17(15)22-18(13)14/h3-9,16,21H,10-12H2,1-2H3	R2|R2|R27|R40|R3|R18|R25|R26|R27|R27|R36|R38|R41|R41|R43|R46|R47|R49|R4|	B	
831	beloxepin	(2r,7r)-4,16-dimethyl-14-oxa-4-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaen-7-ol	CC1=C2C(=CC=C1)[C@@H]3CN(CC[C@@]3(C4=CC=CC=C4O2)O)C	166560.0|166560.0|	0.82	InChI=1S/C19H21NO2/c1-13-6-5-7-14-16-12-20(2)11-10-19(16,21)15-8-3-4-9-17(15)22-18(13)14/h3-9,16,21H,10-12H2,1-2H3/t16-,19-/m0/s1	R8|R21|	B	
832	butaperazine	1-[10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazin-2-yl]butan-1-one	CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C	12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|12598.0|	0.83	InChI=1S/C24H31N3OS/c1-3-7-22(28)19-10-11-24-21(18-19)27(20-8-4-5-9-23(20)29-24)13-6-12-26-16-14-25(2)15-17-26/h4-5,8-11,18H,3,6-7,12-17H2,1-2H3	R2|R2|R8|R27|R40|R21|R25|R27|R43|R46|R47|R27|R21|R4|	B	
833	melperone	1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one	CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F	15387.0|15387.0|15387.0|	0.83	InChI=1S/C16H22FNO/c1-13-8-11-18(12-9-13)10-2-3-16(19)14-4-6-15(17)7-5-14/h4-7,13H,2-3,8-12H2,1H3	R18|R26|R27|	B	
834	mchr antagonist 19	n-[1-(1,3-benzodioxol-5-ylmethyl)piperidin-4-yl]-5-chloro-1h-indazol-3-amine	C1CN(CCC1NC2=NNC3=C2C=C(C=C3)Cl)CC4=CC5=C(C=C4)OCO5	11653882.0|11653882.0|11653882.0|11653882.0|11653882.0|11653882.0|11653882.0|11653882.0|11653882.0|	0.83	InChI=1S/C20H21ClN4O2/c21-14-2-3-17-16(10-14)20(24-23-17)22-15-5-7-25(8-6-15)11-13-1-4-18-19(9-13)27-12-26-18/h1-4,9-10,15H,5-8,11-12H2,(H2,22,23,24)	R2|R2|R18|R20|R25|R26|R27|R27|R46|	B	
835	meperidine	ethyl 1-methyl-4-phenylpiperidine-4-carboxylate	CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2	4058.0|4058.0|4058.0|4058.0|4058.0|4058.0|4058.0|	0.85	InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3	R47|R2|R2|R20|R25|R27|R46|	B	
836	biperiden	1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O	2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|2381.0|	0.85	InChI=1S/C21H29NO/c23-21(19-7-3-1-4-8-19,11-14-22-12-5-2-6-13-22)20-16-17-9-10-18(20)15-17/h1,3-4,7-10,17-18,20,23H,2,5-6,11-16H2	R25|R41|R3|R38|R40|R21|R27|R41|R43|R46|R47|R2|R2|R8|R27|	B	
837	pfizer compound 21	n-[(2-tert-butyl-6-methoxy-1,3-benzothiazol-5-yl)methyl]-2-phenylpiperidin-3-amine	CC(C)(C)C1=NC2=C(S1)C=C(C(=C2)CNC3CCCNC3C4=CC=CC=C4)OC	22620091.0|22620091.0|22620091.0|22620091.0|22620091.0|22620091.0|22620091.0|22620091.0|22620091.0|	0.85	InChI=1S/C24H31N3OS/c1-24(2,3)23-27-19-13-17(20(28-4)14-21(19)29-23)15-26-18-11-8-12-25-22(18)16-9-6-5-7-10-16/h5-7,9-10,13-14,18,22,25-26H,8,11-12,15H2,1-4H3	R25|R46|R47|R4|R2|R2|R8|R27|R40|	B	
838	1-nonene	non-1-ene	CCCCCCCC=C	31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|31285.0|	0.86	InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3H,1,4-9H2,2H3	R3|R21|R25|R27|R38|R41|R46|R47|R2|R2|R8|R27|R40|	B	
839	2-methyl heptane	2-methylhexane	CCCCC(C)C	11582.0|11582.0|11582.0|11582.0|11582.0|11582.0|11582.0|	0.86	InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3	R3|R38|R41|R2|R2|R8|R27|	B	
840	145148-39-6	n-[(2-methoxyphenyl)methyl]-2-phenylpiperidin-3-amine	COC1=CC=CC=C1CNC2CCCNC2C3=CC=CC=C3	18435769.0|18435769.0|18435769.0|18435769.0|18435769.0|18435769.0|18435769.0|18435769.0|18435769.0|	0.87	InChI=1S/C19H24N2O/c1-22-18-12-6-5-10-16(18)14-21-17-11-7-13-20-19(17)15-8-3-2-4-9-15/h2-6,8-10,12,17,19-21H,7,11,13-14H2,1H3	R2|R2|R8|R25|R27|R46|R47|R4|R40|	B	
841	105601-20-5	[3-[1-(dimethylamino)ethyl]phenyl] n-ethyl-n-methylcarbamate	CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C	5077.0|5077.0|5077.0|5077.0|5077.0|	0.88	InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3	R27|R43|R47|R4|R40|	B	
842	rivastigmine	[3-[(1s)-1-(dimethylamino)ethyl]phenyl] n-ethyl-n-methylcarbamate	CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C	77991.0|77991.0|77991.0|77991.0|77991.0|77991.0|77991.0|	0.88	InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1	R2|R2|R8|R21|R25|R27|R46|	B	
843	145742-22-9	n-[[2-(difluoromethoxy)-5-(trifluoromethoxy)phenyl]methyl]-2-phenylpiperidin-3-amine	C1CC(C(NC1)C2=CC=CC=C2)NCC3=C(C=CC(=C3)OC(F)(F)F)OC(F)F	10201984.0|10201984.0|10201984.0|10201984.0|10201984.0|10201984.0|10201984.0|10201984.0|	0.88	InChI=1S/C20H21F5N2O2/c21-19(22)28-17-9-8-15(29-20(23,24)25)11-14(17)12-27-16-7-4-10-26-18(16)13-5-2-1-3-6-13/h1-3,5-6,8-9,11,16,18-19,26-27H,4,7,10,12H2	R2|R2|R8|R25|R27|R47|R4|R40|	B	
844	chembl1935446	(2r)-2-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]thiomorpholine	C1CS[C@H](CN1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F	57397056.0|57397056.0|57397056.0|57397056.0|57397056.0|	0.89	InChI=1S/C18H18FN3S/c19-14-7-5-13(6-8-14)12-22-16-4-2-1-3-15(16)21-18(22)17-11-20-9-10-23-17/h1-8,17,20H,9-12H2/t17-/m1/s1	R2|R2|R25|R27|R46|	B	
845	3-methylhexane (2- ethylpentane)	3-methylhexane	CCCC(C)CC	11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|11507.0|	0.9	InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3	R3|R38|R41|R40|R2|R2|R27|R5|R11|R12|R17|R18|R21|R22|R25|R26|R27|R27|R27|R32|R33|R35|R36|R39|R44|R46|R47|R49|	B	
846	3-methylhexane		CC[CH]C(=C)CC	520668.0|520668.0|	0.9	InChI=1S/C7H13/c1-4-6-7(3)5-2/h6H,3-5H2,1-2H3	R8|R21|	B	
847	methylcyclopentane	methylcyclopentane	CC1CCCC1	7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|7296.0|	0.9	InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3	R5|R11|R12|R17|R18|R21|R22|R25|R26|R27|R27|R32|R33|R35|R36|R39|R43|R44|R44|R46|R47|R48|R49|R2|R2|R8|R27|R40|R41|R3|R38|	B	
848	metoclopramide	4-amino-5-chloro-n-[2-(diethylamino)ethyl]-2-methoxybenzamide	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl	4168.0|4168.0|4168.0|4168.0|4168.0|	0.9	InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)	R2|R2|R20|R25|R27|	B	
849	am-36	2,6-ditert-butyl-4-[[4-[2-(4-chlorophenyl)-2-hydroxyethyl]piperazin-1-yl]methyl]phenol	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN2CCN(CC2)CC(C3=CC=C(C=C3)Cl)O	9890390.0|9890390.0|9890390.0|	0.91	InChI=1S/C27H39ClN2O2/c1-26(2,3)22-15-19(16-23(25(22)32)27(4,5)6)17-29-11-13-30(14-12-29)18-24(31)20-7-9-21(28)10-8-20/h7-10,15-16,24,31-32H,11-14,17-18H2,1-6H3	R18|R26|R27|	B	
850	(e)-tamoxifen	2-[4-[(e)-1,2-diphenylbut-1-enyl]phenoxy]-n,n-dimethylethanamine	CC/C(=C(/C1=CC=CC=C1)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3	3032583.0|3032583.0|	0.92	InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3/b26-25+	R43|R47|	B	
851	2-[4-(1,2-diphenylbut-1-enyl)phenoxy]-n,n-dimethylethanamine	2-[4-(1,2-diphenylbut-1-enyl)phenoxy]-n,n-dimethylethanamine	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	5376.0|5376.0|5376.0|5376.0|5376.0|5376.0|5376.0|	0.92	InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3	R25|R27|R46|R2|R2|R27|R36|	B	
852	pfizer compound 8	n-[(2-methoxy-5-propan-2-ylphenyl)methyl]-2-phenylpiperidin-3-amine	CC(C)C1=CC(=C(C=C1)OC)CNC2CCCNC2C3=CC=CC=C3	9902443.0|9902443.0|9902443.0|9902443.0|9902443.0|9902443.0|9902443.0|9902443.0|9902443.0|	0.92	InChI=1S/C22H30N2O/c1-16(2)18-11-12-21(25-3)19(14-18)15-24-20-10-7-13-23-22(20)17-8-5-4-6-9-17/h4-6,8-9,11-12,14,16,20,22-24H,7,10,13,15H2,1-3H3	R25|R46|R47|R4|R2|R2|R8|R27|R40|	B	
853	amphetamine	1-phenylpropan-2-amine	CC(CC1=CC=CC=C1)N	3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|3007.0|	0.93	InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3	R12|R21|R25|R27|R35|R39|R43|R46|R47|R2|R2|R8|R27|R40|	B	
854	methamphetamine	(2s)-n-methyl-1-phenylpropan-2-amine	C[C@@H](CC1=CC=CC=C1)NC	10836.0|10836.0|10836.0|	0.96	InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1	R21|R20|R39|	B	
855	1-decene	dec-1-ene	CCCCCCCCC=C	13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|13381.0|	0.96	InChI=1S/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3	R2|R2|R8|R27|R40|R3|R21|R25|R27|R38|R41|R46|R47|	B	
856	145742-01-4	n-[[5-tert-butyl-2-(trifluoromethoxy)phenyl]methyl]-2-phenylpiperidin-3-amine	CC(C)(C)C1=CC(=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3	9909299.0|9909299.0|9909299.0|9909299.0|9909299.0|9909299.0|9909299.0|9909299.0|	0.96	InChI=1S/C23H29F3N2O/c1-22(2,3)18-11-12-20(29-23(24,25)26)17(14-18)15-28-19-10-7-13-27-21(19)16-8-5-4-6-9-16/h4-6,8-9,11-12,14,19,21,27-28H,7,10,13,15H2,1-3H3	R2|R2|R8|R27|R40|R25|R47|R4|	B	
857	methylcyclohexane	methylcyclohexane	CC1CCCCC1	7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|7962.0|	0.96	InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3	R2|R2|R8|R27|R40|R3|R21|R25|R27|R38|R41|R46|R47|	B	
858	2095-17-2	3-(2-chlorophenothiazin-10-yl)propan-1-amine	C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN	74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|74981.0|	0.97	InChI=1S/C15H15ClN2S/c16-11-6-7-15-13(10-11)18(9-3-8-17)12-4-1-2-5-14(12)19-15/h1-2,4-7,10H,3,8-9,17H2	R12|R21|R25|R27|R35|R36|R39|R43|R46|R47|R4|R2|R2|R8|R27|R40|	B	
859	pfizer compound 6	n-[(5-tert-butyl-2-methoxyphenyl)methyl]-2-phenylpiperidin-3-amine	CC(C)(C)C1=CC(=C(C=C1)OC)CNC2CCCNC2C3=CC=CC=C3	18533772.0|18533772.0|18533772.0|18533772.0|18533772.0|18533772.0|18533772.0|18533772.0|	0.98	InChI=1S/C23H32N2O/c1-23(2,3)19-12-13-21(26-4)18(15-19)16-25-20-11-8-14-24-22(20)17-9-6-5-7-10-17/h5-7,9-10,12-13,15,20,22,24-25H,8,11,14,16H2,1-4H3	R25|R46|R47|R4|R2|R2|R27|R40|	B	
860	4-iodo-alpha,alpha'- dipiperidino-m-xylene	1-[[2-iodo-5-(piperidin-1-ylmethyl)phenyl]methyl]piperidine	C1CCN(CC1)CC2=CC(=C(C=C2)I)CN3CCCCC3	12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|12780299.0|	0.98	InChI=1S/C18H27IN2/c19-18-8-7-16(14-20-9-3-1-4-10-20)13-17(18)15-21-11-5-2-6-12-21/h7-8,13H,1-6,9-12,14-15H2	R3|R21|R25|R27|R38|R41|R43|R46|R47|R2|R2|R8|R27|R40|	B	
861	trimipramine	3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-n,n,2-trimethylpropan-1-amine	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	5584.0|5584.0|5584.0|5584.0|5584.0|5584.0|	0.99	InChI=1S/C20H26N2/c1-16(14-21(2)3)15-22-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)22/h4-11,16H,12-15H2,1-3H3	R2|R2|R20|R25|R27|R46|	B	
